"Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","index","age","y"
"66672","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","No","more than 15",4,2,26,33,36,45,7443,47,"1"
"604692","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","2178","19","OtherNA","OtherNA",1,0,0,0,1,2,7444,32,"1"
"1797","CHIEF_INVESTIGATOR",1960,"North America","OtherNA","2678","25","No",">10 to 15",7,21,0,13,12,0,7445,47,"0"
"66487","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3098","31","No",">10 to 15",3,0,17,27,2,2,7446,47,"1"
"Other","CHIEF_INVESTIGATOR",1960,"Asia Pacific","OtherNA","2053","19","No",">10 to 15",1,3,15,17,10,1,7447,47,"1"
"407","PRINCIPAL_SUPERVISOR",1955,"Australia","OtherNA","2713","25","OtherNA",">10 to 15",1,2,6,3,6,2,7448,52,"0"
"497302","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","34","No",">=0 to 5",3,2,0,0,0,1,7449,42,"1"
"Other","CHIEF_INVESTIGATOR",1945,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,4,4,7,4,7450,62,"1"
"Other","CHIEF_INVESTIGATOR",1945,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,4,4,7,4,7451,62,"1"
"421337","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2523","25","No","OtherNA",0,3,0,0,4,3,7452,52,"1"
"26962","PRINCIPAL_SUPERVISOR",1970,"Great Britain","OtherNA","1038","1","OtherNA","Less than 0",0,1,0,2,1,0,7453,37,"0"
"938787","CHIEF_INVESTIGATOR",1970,"Asia Pacific","OtherNA","2603","25","No",">=0 to 5",1,3,0,0,0,0,7454,37,"0"
"73037","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA","more than 15",1,0,3,5,2,5,7455,52,"1"
"42107","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2533","25","No",">5 to 10",0,0,0,0,0,2,7456,32,"0"
"18832","CHIEF_INVESTIGATOR",1975,"Great Britain","English","Other","25","OtherNA","OtherNA",1,4,17,30,12,3,7457,32,"0"
"18832","CHIEF_INVESTIGATOR",1975,"Great Britain","English","Other","25","OtherNA","OtherNA",1,4,17,30,12,3,7458,32,"1"
"42107","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2533","25","No",">5 to 10",0,0,0,0,0,2,7459,32,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","1098","1","OtherNA","Less than 0",1,0,1,0,0,0,7460,37,"1"
"9412","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2558","25","No",">10 to 15",0,2,10,22,6,5,7461,37,"0"
"74162","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","No",">5 to 10",5,9,19,34,9,10,7462,37,"1"
"26962","PRINCIPAL_SUPERVISOR",1970,"Great Britain","OtherNA","1038","1","OtherNA","Less than 0",0,2,0,2,1,0,7463,37,"0"
"4302","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3198","31","No",">10 to 15",6,5,2,13,14,10,7464,42,"1"
"893852","CHIEF_INVESTIGATOR",1970,"Asia Pacific","OtherNA","Other","25","No","OtherNA",1,5,1,3,1,4,7465,37,"0"
"53507","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","No",">=0 to 5",2,1,3,0,1,1,7466,37,"0"
"70362","CHIEF_INVESTIGATOR",1955,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,12,3,1,7467,52,"0"
"87147","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2548","25","No",">5 to 10",1,1,5,4,7,1,7468,37,"0"
"431937","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3098","31","No",">=0 to 5",1,0,6,12,19,1,7469,52,"0"
"79907","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3048","31","No","more than 15",0,1,14,0,5,1,7470,47,"0"
"735967","CHIEF_INVESTIGATOR",1965,"Western Europe","OtherNA","2713","25","No",">=0 to 5",5,3,1,0,0,0,7471,42,"0"
"755517","CHIEF_INVESTIGATOR",1975,"Western Europe","Other","2538","25","No",">=0 to 5",1,5,3,2,1,2,7472,32,"0"
"159607","CHIEF_INVESTIGATOR",1955,"The Americas","Other","2553","25","No",">=0 to 5",3,10,0,6,8,12,7473,52,"1"
"408232","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","34","No",">=0 to 5",1,5,0,0,0,0,7474,42,"0"
"18832","CHIEF_INVESTIGATOR",1975,"Great Britain","English","Other","25","OtherNA","OtherNA",1,6,17,30,12,3,7475,32,"0"
"791507","CHIEF_INVESTIGATOR",1980,"Australia","OtherNA","Other","25","No",">=0 to 5",0,1,0,1,0,0,7476,27,"0"
"78807","CHIEF_INVESTIGATOR",1945,"South Africa","OtherNA","2578","25","No","more than 15",0,2,4,2,1,0,7477,62,"0"
"76022","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2103","19","No",">10 to 15",2,3,16,10,2,0,7478,42,"1"
"28502","CHIEF_INVESTIGATOR",1970,"New Zealand","OtherNA","2603","25","No",">5 to 10",2,5,13,11,6,2,7479,37,"1"
"36047","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","1038","1","OtherNA",">5 to 10",2,0,0,0,0,0,7480,37,"1"
"Other","CHIEF_INVESTIGATOR",1970,"New Zealand","OtherNA","118","118","OtherNA","OtherNA",0,0,0,0,0,0,7481,37,"1"
"18832","CHIEF_INVESTIGATOR",1975,"Great Britain","English","Other","25","OtherNA","OtherNA",1,6,17,30,12,3,7482,32,"0"
"6377","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","1038","1","No",">5 to 10",0,3,0,26,4,15,7483,42,"1"
"23437","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2713","25","OtherNA","OtherNA",2,3,2,0,2,0,7484,47,"0"
"73352","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","OtherNA","more than 15",0,0,8,10,11,6,7485,47,"1"
"113942","CHIEF_INVESTIGATOR",1965,"North America","English","3508","4","No",">=0 to 5",1,0,0,5,3,3,7486,42,"1"
"55532","CHIEF_INVESTIGATOR",1970,"Australia","English","3508","4","No",">5 to 10",0,2,0,1,0,1,7487,37,"0"
"73402","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","Other","31","No",">10 to 15",5,7,4,13,5,1,7488,42,"0"
"Other","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","498","7","OtherNA","Less than 0",1,0,0,5,2,0,7489,62,"0"
"612","DELEGATED_RESEARCHER",1960,"Australia","OtherNA","3123","31","No",">10 to 15",1,3,10,9,5,0,7490,47,"0"
"67097","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","653","7","No","more than 15",1,3,1,4,0,0,7491,47,"0"
"64342","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","7","No","more than 15",0,3,0,2,3,0,7492,57,"0"
"733922","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","3073","31","OtherNA",">=0 to 5",0,2,0,0,0,0,7493,42,"0"
"64272","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3048","31","No","more than 15",1,2,10,4,11,2,7494,47,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","803","7","No",">5 to 10",0,1,6,4,1,1,7495,37,"0"
"67097","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","653","7","No","more than 15",1,3,1,4,0,0,7496,47,"0"
"68252","CHIEF_INVESTIGATOR",1960,"Australia","English","Other","7","No","more than 15",1,6,2,2,1,1,7497,47,"0"
"115417","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","2253","19","No",">=0 to 5",2,8,1,9,10,3,7498,42,"0"
"46587","CHIEF_INVESTIGATOR",1980,"Australia","OtherNA","1033","1","OtherNA","OtherNA",0,2,0,2,1,1,7499,27,"0"
"73707","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",0,1,1,8,8,8,7500,47,"0"
"712","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","1678","13","No",">5 to 10",0,0,0,3,9,1,7501,37,"0"
"9227","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","1258","34","No",">=0 to 5",0,6,0,5,4,5,7502,37,"0"
"70452","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","653","7","OtherNA","Less than 0",0,1,1,0,0,1,7503,52,"0"
"74512","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","Other","7","No",">10 to 15",2,4,2,4,1,1,7504,62,"0"
"75412","CHIEF_INVESTIGATOR",1950,"Western Europe","OtherNA","2103","19","No","more than 15",1,5,1,5,3,2,7505,57,"0"
"31067","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","3098","31","No",">5 to 10",0,2,4,7,4,3,7506,47,"0"
"25137","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,1,6,6,7507,47,"0"
"Other","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","653","7","OtherNA",">5 to 10",0,1,0,0,2,0,7508,52,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Eastern Europe","English","653","7","OtherNA",">=0 to 5",0,1,0,0,0,0,7509,37,"0"
"69712","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","1033","1","OtherNA","Less than 0",2,1,3,2,1,1,7510,57,"0"
"6012","CHIEF_INVESTIGATOR",1955,"Australia","English","1038","1","No",">10 to 15",0,3,0,30,3,28,7511,52,"0"
"34737","CHIEF_INVESTIGATOR",1970,"North America","OtherNA","2603","25","No",">=0 to 5",7,16,5,10,16,1,7512,37,"0"
"Other","CHIEF_INVESTIGATOR",1965,"Eastern Europe","OtherNA","3198","31","OtherNA","Less than 0",0,1,1,3,2,0,7513,42,"0"
"42932","CHIEF_INVESTIGATOR",1960,"New Zealand","OtherNA","803","7","No",">5 to 10",0,0,1,1,0,0,7514,47,"0"
"35512","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","653","7","No",">5 to 10",1,1,0,2,0,1,7515,37,"0"
"133557","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2603","25","OtherNA",">=0 to 5",2,2,11,7,7,0,7516,37,"0"
"29512","CHIEF_INVESTIGATOR",1970,"North America","English","Other","31","No",">5 to 10",5,5,0,8,1,4,7517,37,"0"
"7387","CHIEF_INVESTIGATOR",1955,"Great Britain","OtherNA","653","7","No",">10 to 15",0,2,0,0,0,5,7518,52,"0"
"76752","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","7","No",">5 to 10",0,2,1,6,0,0,7519,57,"0"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","3658","22","No",">10 to 15",0,1,0,5,2,6,7520,57,"0"
"22807","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3508","4","No",">5 to 10",0,3,1,9,2,0,7521,52,"0"
"Other","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,7522,47,"0"
"139962","CHIEF_INVESTIGATOR",1970,"Australia","English","3098","31","No",">=0 to 5",1,5,1,0,2,0,7523,37,"0"
"73497","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3098","31","No","more than 15",0,4,1,5,2,0,7524,52,"0"
"395587","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","603","7","OtherNA",">=0 to 5",0,2,0,0,0,1,7525,47,"0"
"500137","CHIEF_INVESTIGATOR",1975,"North America","OtherNA","3198","31","OtherNA","OtherNA",4,2,4,6,0,0,7526,32,"0"
"35542","CHIEF_INVESTIGATOR",1965,"Australia","English","548","7","OtherNA","OtherNA",0,1,2,5,6,2,7527,42,"0"
"930017","CHIEF_INVESTIGATOR",1980,"Australia","OtherNA","Other","Other","No","OtherNA",1,1,6,11,2,0,7528,27,"0"
"887317","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","1033","1","No",">=0 to 5",1,2,1,3,12,9,7529,37,"0"
"41912","CHIEF_INVESTIGATOR",1960,"Eastern Europe","OtherNA","3048","31","No",">5 to 10",2,4,4,14,3,1,7530,47,"0"
"2577","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2558","25","OtherNA","more than 15",0,2,1,3,5,9,7531,57,"0"
"874497","CHIEF_INVESTIGATOR",1975,"Western Europe","OtherNA","803","7","OtherNA","OtherNA",0,2,5,4,0,1,7532,32,"0"
"130642","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","19","No",">=0 to 5",2,1,0,2,1,0,7533,42,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","3198","31","No",">=0 to 5",0,2,5,7,1,1,7534,37,"0"
"36652","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2298","46","OtherNA","OtherNA",1,1,0,6,0,0,7535,57,"0"
"718607","CHIEF_INVESTIGATOR",1975,"The Americas","Other","2103","19","No",">=0 to 5",1,3,1,1,1,0,7536,32,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","1578","13","No",">=0 to 5",0,1,1,0,0,0,7537,37,"0"
"90572","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","19","No",">=0 to 5",0,4,0,1,0,0,7538,42,"0"
"13682","CHIEF_INVESTIGATOR",1965,"Western Europe","English","1258","34","No",">5 to 10",2,7,1,21,3,2,7539,42,"0"
"15047","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,1,6,2,7540,42,"0"
"78922","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2578","25","OtherNA",">=0 to 5",2,2,0,15,6,1,7541,52,"0"
"Other","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","7","OtherNA",">=0 to 5",0,1,1,1,3,0,7542,47,"0"
"3182","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2523","25","No",">10 to 15",4,2,2,7,27,34,7543,42,"0"
"81702","CHIEF_INVESTIGATOR",1955,"New Zealand","OtherNA","2558","25","No","more than 15",1,2,2,1,4,2,7544,52,"0"
"13612","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","7","No",">10 to 15",0,2,2,4,3,3,7545,42,"0"
"18757","CHIEF_INVESTIGATOR",1955,"Asia Pacific","OtherNA","548","7","No",">5 to 10",0,0,0,0,2,2,7546,52,"0"
"27192","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","653","7","No",">5 to 10",4,3,6,0,0,0,7547,37,"0"
"73652","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","803","7","No",">10 to 15",0,4,0,3,6,2,7548,57,"0"
"24552","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","593","7","No",">5 to 10",0,3,0,3,5,0,7549,37,"0"
"123092","CHIEF_INVESTIGATOR",1970,"Western Europe","OtherNA","Other","31","No",">=0 to 5",0,3,16,8,3,3,7550,37,"0"
"910772","HONVISIT",1970,"Australia","OtherNA","2603","25","No",">=0 to 5",1,1,0,0,0,0,7551,37,"0"
"65802","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","593","7","OtherNA","OtherNA",0,2,0,2,5,2,7552,47,"0"
"127447","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2053","19","No",">=0 to 5",0,3,2,1,8,1,7553,37,"0"
"73497","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3098","31","No","more than 15",0,4,1,5,2,0,7554,52,"0"
"67097","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","653","7","No","more than 15",1,3,1,4,0,0,7555,47,"0"
"80412","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3258","31","No","more than 15",3,1,19,3,1,0,7556,52,"0"
"82462","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","803","7","OtherNA",">=0 to 5",0,1,0,1,3,2,7557,57,"0"
"Other","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","803","7","No",">=0 to 5",0,1,0,0,1,0,7558,47,"0"
"30962","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","7","OtherNA",">5 to 10",0,3,1,0,2,1,7559,57,"0"
"11282","CHIEF_INVESTIGATOR",1945,"Eastern Europe","OtherNA","803","7","OtherNA","Less than 0",0,3,0,4,3,0,7560,62,"0"
"79802","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","31","No","more than 15",3,3,4,20,17,5,7561,57,"0"
"Other","CHIEF_INVESTIGATOR",1975,"Australia","English","Other","19","No",">=0 to 5",1,5,1,2,1,0,7562,32,"0"
"22767","CHIEF_INVESTIGATOR",1975,"Australia","English","2523","25","No",">5 to 10",0,2,0,4,0,0,7563,32,"0"
"3812","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2298","46","No",">10 to 15",0,3,0,2,15,5,7564,47,"0"
"117972","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2153","19","No",">=0 to 5",0,1,2,4,0,0,7565,42,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","7","OtherNA","OtherNA",0,1,0,1,2,2,7566,37,"0"
"Other","CHIEF_INVESTIGATOR",1940,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,11,1,10,0,7567,67,"0"
"75037","CHIEF_INVESTIGATOR",1960,"Asia Pacific","OtherNA","2178","19","No",">10 to 15",0,4,9,1,4,14,7568,47,"0"
"Other","CHIEF_INVESTIGATOR",1980,"Australia","OtherNA","653","7","OtherNA","OtherNA",0,1,0,0,0,0,7569,27,"0"
"75972","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2603","25","No",">5 to 10",3,5,8,7,4,4,7570,47,"0"
"612","DELEGATED_RESEARCHER",1960,"Australia","OtherNA","3123","31","No",">10 to 15",1,3,10,9,5,0,7571,47,"0"
"14512","CHIEF_INVESTIGATOR",1975,"Asia Pacific","OtherNA","2653","25","No",">=0 to 5",0,1,0,2,0,0,7572,32,"0"
"87542","CHIEF_INVESTIGATOR",1975,"Asia Pacific","OtherNA","2053","19","No",">5 to 10",0,2,21,2,6,0,7573,32,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","7","No",">=0 to 5",0,1,0,4,4,1,7574,37,"0"
"80702","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","2298","46","No",">=0 to 5",1,2,0,0,1,1,7575,67,"0"
"5882","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","7","No",">=0 to 5",1,2,0,3,1,2,7576,52,"0"
"77887","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3073","31","No",">5 to 10",0,2,0,3,5,3,7577,42,"0"
"359677","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","3258","31","OtherNA","OtherNA",0,5,1,0,1,0,7578,32,"0"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2603","25","OtherNA",">5 to 10",0,1,2,2,0,0,7579,57,"0"
"31237","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3098","31","No",">5 to 10",0,3,4,10,9,3,7580,42,"0"
"66092","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1033","1","No",">10 to 15",1,4,5,14,4,8,7581,47,"0"
"54322","CHIEF_INVESTIGATOR",1960,"Eastern Europe","OtherNA","2923","25","OtherNA","Less than 0",0,4,0,1,0,6,7582,47,"0"
"491312","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2563","25","No",">=0 to 5",1,9,0,1,0,0,7583,47,"0"
"22767","CHIEF_INVESTIGATOR",1975,"Australia","English","2523","25","No",">5 to 10",0,2,0,4,0,0,7584,32,"0"
"72672","CHIEF_INVESTIGATOR",1945,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,1,2,0,1,7586,62,"0"
"32522","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3198","31","No",">5 to 10",3,7,11,7,2,2,7587,37,"0"
"803052","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",1,2,0,0,0,0,7588,37,"0"
"33247","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","803","7","No",">5 to 10",1,1,9,4,3,0,7589,57,"0"
"132222","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","3198","31","No",">=0 to 5",1,1,79,87,3,2,7590,42,"0"
"Other","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","4388","Other","OtherNA",">5 to 10",1,2,2,1,0,0,7591,52,"0"
"44852","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3098","31","No",">5 to 10",1,3,0,0,1,0,7592,42,"0"
"926112","CHIEF_INVESTIGATOR",1975,"Western Europe","Other","Other","31","OtherNA","OtherNA",1,1,0,2,2,1,7593,32,"0"
"14112","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","3048","31","OtherNA","Less than 0",1,3,9,1,2,1,7594,32,"0"
"76432","CHIEF_INVESTIGATOR",1960,"Australia","English","2653","25","OtherNA",">5 to 10",2,1,29,21,11,8,7595,47,"0"
"8012","CHIEF_INVESTIGATOR",1960,"Western Europe","OtherNA","1098","1","No",">10 to 15",2,7,1,2,4,2,7596,47,"0"
"24577","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","653","7","No",">5 to 10",2,4,2,0,0,0,7597,42,"0"
"23912","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","7","OtherNA","OtherNA",0,5,2,3,3,5,7598,42,"0"
"16012","CHIEF_INVESTIGATOR",1960,"North America","OtherNA","2103","19","No","more than 15",1,0,3,0,3,0,7599,47,"0"
"874207","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","998","1","No",">=0 to 5",0,1,4,2,11,2,7600,57,"0"
"494072","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,1,0,1,7601,32,"0"
"Other","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3048","31","No",">=0 to 5",0,0,31,5,10,2,7602,42,"0"
"63452","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","Other","7","No","more than 15",1,3,0,7,14,0,7603,57,"0"
"13682","CHIEF_INVESTIGATOR",1965,"Western Europe","English","1258","34","No",">5 to 10",2,7,1,21,3,2,7604,42,"0"
"98432","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","3198","31","No",">=0 to 5",2,3,9,10,1,2,7605,32,"0"
"106802","CHIEF_INVESTIGATOR",1975,"The Americas","OtherNA","803","7","OtherNA",">=0 to 5",0,2,0,0,0,0,7606,32,"0"
"70682","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3198","31","No","more than 15",3,3,17,4,6,3,7607,47,"0"
"43597","CHIEF_INVESTIGATOR",1965,"South Africa","OtherNA","803","7","OtherNA","Less than 0",1,2,10,28,9,6,7608,42,"0"
"Other","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,7609,42,"0"
"612","DELEGATED_RESEARCHER",1960,"Australia","OtherNA","3123","31","No",">10 to 15",1,3,10,9,5,0,7610,47,"0"
"918922","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2923","25","No",">=0 to 5",2,3,0,0,0,5,7611,32,"0"
"Other","CHIEF_INVESTIGATOR",1955,"Middle East and Africa","OtherNA","2553","25","OtherNA","OtherNA",0,0,0,9,5,0,7612,52,"0"
"32667","CHIEF_INVESTIGATOR",1965,"Western Europe","OtherNA","3073","31","No",">5 to 10",0,4,0,1,1,0,7613,42,"0"
"13102","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","593","7","OtherNA",">=0 to 5",1,1,0,0,0,0,7614,32,"0"
"149052","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2178","19","No",">=0 to 5",4,2,17,5,8,0,7615,42,"0"
"12677","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","19","No","more than 15",0,2,0,0,0,0,7616,42,"0"
"67647","PRINCIPAL_SUPERVISOR",1965,"Australia","OtherNA","2678","25","No",">10 to 15",5,12,16,18,11,5,7617,42,"0"
"497907","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2578","25","No",">=0 to 5",1,2,3,1,1,0,7618,37,"0"
"6077","CHIEF_INVESTIGATOR",1955,"Australia","English","Other","64","OtherNA","more than 15",0,1,0,2,1,1,7619,52,"0"
"31672","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","19","No",">5 to 10",2,2,1,2,1,2,7620,42,"0"
"81117","CHIEF_INVESTIGATOR",1950,"Great Britain","English","2253","19","OtherNA","Less than 0",1,5,10,22,15,4,7621,57,"0"
"Other","CHIEF_INVESTIGATOR",1980,"Australia","OtherNA","603","7","OtherNA",">=0 to 5",0,1,0,0,0,0,7622,27,"0"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","3098","31","OtherNA",">=0 to 5",0,1,0,1,1,0,7623,57,"0"
"63812","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","2553","25","OtherNA","more than 15",2,1,5,6,9,1,7624,57,"0"
"Other","CHIEF_INVESTIGATOR",1980,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,7625,27,"0"
"Other","CHIEF_INVESTIGATOR",1955,"Great Britain","OtherNA","593","7","OtherNA",">=0 to 5",0,1,0,2,1,1,7626,52,"0"
"114552","CHIEF_INVESTIGATOR",1955,"North America","English","653","7","No",">=0 to 5",2,1,1,0,0,0,7627,52,"0"
"704062","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","Other","7","No",">=0 to 5",0,2,0,1,1,0,7628,62,"0"
"741847","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2653","25","OtherNA","OtherNA",2,2,4,3,2,1,7629,32,"0"
"Other","CHIEF_INVESTIGATOR",1980,"Eastern Europe","OtherNA","3048","31","No",">=0 to 5",0,1,0,8,2,0,7630,27,"0"
"39457","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3123","31","No",">5 to 10",2,5,1,3,5,2,7631,47,"0"
"82092","CHIEF_INVESTIGATOR",1945,"Australia","English","Other","7","OtherNA",">=0 to 5",0,3,0,2,5,7,7632,62,"0"
"77402","CHIEF_INVESTIGATOR",1950,"Middle East and Africa","OtherNA","2153","19","OtherNA","Less than 0",1,1,8,45,4,3,7633,57,"0"
"22792","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3508","4","No",">5 to 10",1,7,0,2,0,1,7634,52,"0"
"Other","CHIEF_INVESTIGATOR",1955,"Asia Pacific","OtherNA","548","7","OtherNA","Less than 0",0,1,0,1,0,0,7635,52,"0"
"813567","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","2533","25","No",">=0 to 5",1,1,1,3,2,3,7636,37,"0"
"80382","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","3258","31","No","more than 15",0,1,6,10,3,0,7637,57,"0"
"3762","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3198","31","No",">10 to 15",2,5,6,6,6,0,7638,47,"0"
"15532","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,2,8,11,2,7639,47,"0"
