Grant.Status,A..papers,A.papers,B.papers,C.papers,Dif.countries,Perc_non_australian,Number.people,PHD,Max.years.univ,Grants.succ,Grants.unsucc,Departments,Perc.Lang.Eng,Perc.Lang.Other,Dif.Role,Perc.CHIEF.INVESTIGATOR,Average.Age,Weekday,Month,Day.of.Month,Day.of.Year,Season,Sponsor.Code,Grant.Category.Code,Contract.Value.Band,RFCD.0,RFCD.1,RFCD.2,RFCD.3,RFCD.4,RFCD.5,RFCD.6,RFCD.7,RFCD.8,RFCD.9,RFCD.10,RFCD.11,RFCD.12,RFCD.13,RFCD.14,RFCD.15,RFCD.16,RFCD.17,RFCD.18,RFCD.19,RFCD.20,RFCD.21,RFCD.22,RFCD.23,RFCD.24,SEO.0,SEO.1,SEO.2,SEO.3,SEO.4,SEO.5,SEO.6,SEO.7,SEO.8,SEO.9,SEO.10,SEO.11,SEO.12,SEO.13,SEO.14,SEO.15,SEO.16,SEO.17,SEO.18,SEO.19
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,55.27897480510376,4,7,13,194,3,4.0,1.0,100000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5.0,5.0,1.0,0.0,1,1.0,2,1.0,5.0,4.0,1.0,1,0.0,0.0,2,0.6666666666666666,37.0,6,7,15,196,3,51.0,7.0,50000,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3.0,1.0,4.0,1.0,1,1.0,2,2.0,30.0,6.0,5.0,2,0.0,0.0,1,1.0,62.0,6,7,15,196,3,0.0,0.0,100000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.0,16.0,24.0,3.0,1,1.0,3,0.0,20.0,4.0,13.0,2,0.0,0.0,1,1.0,53.66666666666666,0,7,16,197,3,205.0,6.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,0.0,4.0,1.0,1,1.0,1,1.0,5.0,3.0,4.0,1,0.0,0.0,1,1.0,52.0,0,7,16,197,3,208.0,6.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,2.0,3.0,0.0,1,1.0,2,1.0,25.0,1.0,6.0,1,0.0,0.0,2,0.6666666666666666,57.0,0,7,16,197,3,0.0,0.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.0,0.0,4.0,1.0,1,1.0,1,1.0,5.0,3.0,4.0,1,0.0,0.0,1,1.0,52.0,0,7,16,197,3,208.0,6.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,5.0,4.0,6.0,1,0.0,1,1.0,20.0,1.0,0.0,1,0.0,0.0,2,0.16666666666666666,67.0,0,7,16,197,3,128.0,1.0,100000,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,0.0,0.0,0.0,1,0.0,1,1.0,5.0,1.0,2.0,1,0.0,0.0,1,1.0,42.0,0,7,16,197,3,77.0,6.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,7.0,0.0,1,0.0,1,0.0,5.0,0.0,0.0,1,0.0,0.0,1,1.0,62.0,0,7,16,197,3,0.0,0.0,50000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.0,17.0,5.0,5.0,1,1.0,1,1.0,15.0,3.0,1.0,1,0.0,0.0,2,0.5,67.0,0,7,16,197,3,6.0,6.0,50000,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,17.0,18.0,20.0,3.0,1,1.0,3,0.0,20.0,3.0,12.0,1,0.0,0.0,1,1.0,53.66666666666666,0,7,16,197,3,205.0,6.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,5.0,4.0,6.0,2,0.5,2,1.0,25.0,1.0,0.0,1,0.0,0.0,1,1.0,64.5,0,7,16,197,3,0.0,0.0,100000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,15.0,18.0,10.0,0.0,1,1.0,5,2.0,30.0,1.0,8.0,1,0.0,0.0,1,1.0,61.0,0,7,16,197,3,34.0,8.0,50000,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,16.0,13.0,21.0,6.0,2,0.5,3,1.0,15.0,4.0,14.0,1,0.0,1.0,1,1.0,52.0,0,7,16,197,3,205.0,6.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0.0,1.0,8.0,0.0,1,1.0,1,1.0,10.0,2.0,1.0,1,0.0,0.0,1,1.0,52.0,2,7,18,199,3,49.0,6.0,50000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,2.0,6.0,0.0,1,0.0,1,1.0,10.0,2.0,0.0,1,0.0,0.0,2,0.5,67.0,3,7,19,200,3,163.0,1.0,50000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,0.0,2.0,1,1.0,1,0.0,0.0,1.0,1.0,0,0.0,0.0,1,1.0,37.0,3,7,19,200,3,433.0,7.0,50000,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1,13.0,8.0,3.0,1.0,1,1.0,1,1.0,20.0,5.0,1.0,1,0.0,0.0,1,1.0,72.0,3,7,19,200,3,9.0,1.0,50000,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,5.0,0.0,0.0,0.0,1,1.0,1,1.0,5.0,2.0,0.0,1,0.0,0.0,1,1.0,42.0,4,7,20,201,3,194.0,8.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,0.0,3.0,1.0,1,1.0,1,1.0,5.0,0.0,1.0,1,0.0,0.0,2,0.5,62.0,0,7,23,204,3,255.0,6.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,2.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,47.0,0,7,23,204,3,49.0,6.0,50000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0,2.0,1.0,0.0,1,0.0,1,1.0,5.0,0.0,3.0,1,0.0,0.0,1,1.0,47.0,1,7,24,205,3,77.0,6.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.0,3.0,2.0,0.0,1,1.0,1,0.0,15.0,0.0,5.0,1,0.0,0.0,2,0.5,67.0,1,7,24,205,3,103.0,6.0,100000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.0,4.0,2.0,0.0,1,1.0,1,1.0,10.0,0.0,5.0,1,0.0,0.0,1,1.0,47.0,1,7,24,205,3,77.0,6.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.0,2.0,0.0,0.0,1,1.0,1,1.0,20.0,0.0,3.0,1,0.0,0.0,1,1.0,72.0,1,7,24,205,3,112.0,8.0,50000,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5.0,5.0,6.0,1.0,1,1.0,2,1.0,20.0,2.0,5.0,1,0.0,0.0,1,1.0,54.5,1,7,24,205,3,77.0,6.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,18.0,51.0,25.0,42.0,1,1.0,4,2.0,25.0,2.0,33.0,1,1.0,0.0,2,0.6666666666666666,57.0,1,7,24,205,3,62.0,5.0,200000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,1.0,2,1.0,15.0,2.0,2.0,1,0.0,0.0,3,0.4,64.5,1,7,24,205,3,253.0,1.0,1000000,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25.0,7.0,9.0,1.0,1,0.0,1,1.0,10.0,1.0,13.0,1,0.0,0.0,2,0.5,52.0,1,7,24,205,3,77.0,6.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,55.27897480510376,1,7,24,205,3,77.0,6.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,30.0,50.0,26.0,35.0,2,0.75,4,4.0,35.0,6.0,5.0,4,1.0,0.0,1,1.0,50.75,3,7,26,207,3,3.0,2.0,300000,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,2.0,4.0,4.0,6.0,2,0.6666666666666666,3,3.0,20.0,0.0,1.0,1,0.0,0.0,1,1.0,45.33333333333334,3,7,26,207,3,62.0,5.0,100000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.0,41.0,19.0,4.0,1,1.0,4,3.0,40.0,1.0,2.0,1,1.0,0.0,2,0.75,50.75,4,7,27,208,3,1.0,5.0,300000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,7.0,0.0,1,1.0,2,1.0,5.0,6.0,3.0,1,0.0,0.0,1,1.0,67.0,4,7,27,208,3,62.0,5.0,100000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,1.0,2.0,0.0,1,0.0,1,1.0,5.0,2.0,0.0,1,0.0,0.0,1,1.0,42.0,4,7,27,208,3,21.0,4.0,50000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3.0,0.0,0.0,1,0.0,1,0.0,0.0,2.0,0.0,1,0.0,0.0,1,1.0,42.0,4,7,27,208,3,21.0,4.0,50000,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,8.0,10.0,1.0,1.0,1,1.0,1,1.0,5.0,2.0,1.0,1,0.0,0.0,1,1.0,42.0,4,7,27,208,3,21.0,4.0,50000,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0.0,0.0,0.0,1,1.0,2,0.0,0.0,1.0,0.0,1,0.0,0.0,1,1.0,44.5,4,7,27,208,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,1,1.0,42.0,4,7,27,208,3,21.0,4.0,50000,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,1.0,1.0,0.0,1,0.0,1,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,52.0,4,7,27,208,3,21.0,4.0,50000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,4.0,0.0,7.0,0.0,1,0.0,1,1.0,5.0,1.0,0.0,1,0.0,1.0,1,1.0,47.0,4,7,27,208,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,0.0,1,0.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,42.0,4,7,27,208,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,3.0,0.0,0.0,1,0.0,1,1.0,5.0,2.0,0.0,1,0.0,0.0,1,1.0,47.0,4,7,27,208,3,21.0,4.0,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,1,1.0,42.0,4,7,27,208,3,21.0,4.0,50000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
0,1.0,3.0,2.0,1.0,1,0.0,1,0.0,0.0,3.0,3.0,1,0.0,1.0,1,1.0,52.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,1.0,2,2.0,20.0,6.0,7.0,1,0.0,0.0,1,1.0,54.5,0,7,30,211,3,32.0,6.0,50000,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,11.0,22.0,3.0,0.0,1,1.0,1,1.0,5.0,2.0,1.0,1,0.0,0.0,1,1.0,47.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,0.0,0,0.0,0.0,1,1.0,42.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
0,3.0,1.0,1.0,0.0,1,0.0,1,1.0,5.0,0.0,2.0,1,0.0,0.0,1,1.0,42.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,2.0,3.0,0,0.0,1,0.0,0.0,1.0,0.0,0,0.0,1.0,1,1.0,52.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.0,1.0,0.0,0.0,1,0.0,1,1.0,5.0,2.0,1.0,1,0.0,0.0,1,1.0,42.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,1,0.0,1,1.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,42.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,1.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,3.0,2.0,1.0,1,0.0,1,0.0,0.0,3.0,3.0,1,0.0,1.0,1,1.0,52.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0.0,0.0,1.0,0.0,1,0.0,1,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,3.0,2.0,0.0,0.0,1,1.0,1,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,42.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,2.0,5.0,1.0,0.0,1,1.0,1,1.0,15.0,2.0,3.0,1,0.0,0.0,1,1.0,52.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0.0,0.0,0.0,1.0,0,0.0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,1,1.0,47.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1,5.0,4.0,0.0,0.0,0,0.0,1,1.0,5.0,2.0,0.0,1,0.0,0.0,1,1.0,47.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,1,1.0,47.0,0,7,30,211,3,21.0,4.0,50000,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,3.0,19.0,1.0,0.0,1,0.0,1,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,47.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,2.0,0.0,0.0,2.0,1,1.0,1,1.0,15.0,0.0,1.0,1,0.0,0.0,1,1.0,57.0,0,7,30,211,3,21.0,4.0,50000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,1.0,0.0,0.0,2,0.5,2,1.0,15.0,1.0,3.0,1,0.0,0.0,1,1.0,52.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,42.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0.0,1.0,1.0,0.0,0,0.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,1,1.0,47.0,0,7,30,211,3,21.0,4.0,50000,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
0,0.0,1.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,2.0,1,0.0,0.0,1,1.0,42.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0,0.0,0.0,0.0,1,0.0,1,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,1.0,0.0,0.0,1,1.0,1,0.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,1.0,1.0,1,0.0,0.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0.0,1.0,2.0,0.0,1,1.0,1,1.0,5.0,0.0,3.0,1,0.0,0.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,1.0,1,1.0,5.0,1.0,0.0,1,0.0,1.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,1.0,2.0,1.0,1,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1,1.0,42.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.0,0.0,1.0,0.0,1,0.0,1,1.0,5.0,2.0,0.0,1,0.0,0.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,1,1.0,37.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1,5.0,4.0,0.0,0.0,1,0.0,1,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,57.0,0,7,30,211,3,21.0,4.0,50000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,1.0,1.0,2.0,1,1.0,1,1.0,10.0,1.0,1.0,1,0.0,0.0,1,1.0,57.0,0,7,30,211,3,21.0,4.0,50000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
