,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1
4874,1,20.0,2.0,1.0,321013.0,60.0,321022.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28607.0,1,1965.0,0.0,2763.0,25.0,1.0,3.0,3.0,2.0,4.0,16.0,12.0,7.0
4875,0,33.0,7.0,3.0,291004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30707.0,1,1965.0,10.0,2253.0,19.0,1.0,4.0,0.0,1.0,0.0,3.0,12.0,3.0
4876,1,83.0,3.0,1.0,270107.0,50.0,270102.0,30.0,270103.0,20.0,0.0,0.0,0.0,0.0,730104.0,80.0,730101.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,771797.0,1,1980.0,0.0,2653.0,25.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0
4877,1,255.0,3.0,1.0,321204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0,1,1965.0,7.0,2533.0,25.0,1.0,4.0,3.0,2.0,7.0,15.0,11.0,6.0
4879,1,36.0,1.0,6.0,300203.0,50.0,300204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,620105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0,2,1955.0,7.0,1038.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,4.0,4.0
4881,0,149.0,3.0,0.0,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730306.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110472.0,1,1965.0,7.0,2973.0,25.0,0.0,4.0,0.0,3.0,2.0,11.0,7.0,10.0
4882,0,83.0,3.0,1.0,320704.0,50.0,320702.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,50.0,780105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,117422.0,1,1975.0,7.0,2668.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4883,0,149.0,3.0,3.0,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,75.0,730102.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,79242.0,1,1945.0,7.0,2768.0,25.0,1.0,2.0,0.0,5.0,2.0,11.0,13.0,3.0
4884,0,34.0,8.0,1.0,270106.0,60.0,270103.0,20.0,321015.0,20.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15282.0,1,1965.0,7.0,2713.0,25.0,1.0,3.0,2.0,6.0,2.0,2.0,3.0,0.0
4885,0,149.0,3.0,8.0,321204.0,50.0,321208.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,50.0,730207.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,54322.0,1,1960.0,2.0,2923.0,25.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0
4886,0,34.0,8.0,1.0,321014.0,50.0,321026.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730116.0,90.0,730201.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,124692.0,1,1975.0,1.0,3268.0,31.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0
4887,0,34.0,8.0,1.0,320502.0,50.0,320201.0,10.0,321003.0,40.0,0.0,0.0,0.0,0.0,730106.0,80.0,730102.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,147717.0,1,1965.0,0.0,2668.0,25.0,1.0,4.0,0.0,6.0,2.0,1.0,0.0,0.0
4888,0,149.0,3.0,7.0,321021.0,50.0,321202.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730202.0,50.0,730211.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,84622.0,1,1955.0,7.0,2973.0,25.0,0.0,4.0,1.0,7.0,12.0,13.0,5.0,6.0
4889,0,34.0,8.0,1.0,329903.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730107.0,50.0,730110.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,701397.0,1,1975.0,10.0,2853.0,25.0,0.0,1.0,0.0,5.0,1.0,0.0,5.0,1.0
4890,0,34.0,8.0,1.0,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,50.0,730113.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,145857.0,1,1965.0,2.0,2678.0,25.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0
4891,1,34.0,8.0,1.0,321014.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,80.0,730116.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,46132.0,1,1975.0,7.0,2893.0,25.0,1.0,4.0,6.0,9.0,6.0,7.0,1.0,0.0
4892,1,34.0,8.0,1.0,321006.0,30.0,270103.0,30.0,320305.0,30.0,270802.0,10.0,0.0,0.0,730108.0,50.0,730113.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,786207.0,1,1975.0,0.0,2728.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4893,0,21.0,4.0,1.0,330106.0,34.0,330104.0,33.0,330103.0,33.0,0.0,0.0,0.0,0.0,740301.0,34.0,740401.0,33.0,749906.0,33.0,0.0,0.0,0.0,0.0,80737.0,1,1945.0,7.0,2298.0,46.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0
4894,0,34.0,8.0,1.0,270603.0,30.0,321017.0,10.0,321205.0,60.0,0.0,0.0,0.0,0.0,630104.0,30.0,730114.0,20.0,730215.0,50.0,0.0,0.0,0.0,0.0,1797.0,1,1960.0,4.0,2678.0,25.0,1.0,5.0,6.0,18.0,0.0,10.0,9.0,0.0
4895,1,34.0,8.0,1.0,321014.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,80.0,730116.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,46132.0,1,1975.0,7.0,2893.0,25.0,1.0,4.0,6.0,9.0,6.0,7.0,1.0,0.0
4896,0,289.0,3.0,1.0,321014.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,40.0,730201.0,30.0,730204.0,30.0,0.0,0.0,0.0,0.0,46132.0,1,1975.0,7.0,2893.0,25.0,1.0,4.0,6.0,9.0,6.0,7.0,1.0,0.0
4897,0,21.0,4.0,1.0,300508.0,50.0,270201.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66672.0,1,1960.0,7.0,1258.0,34.0,1.0,2.0,3.0,1.0,23.0,25.0,30.0,33.0
4898,0,205.0,3.0,1.0,320602.0,40.0,321004.0,40.0,321401.0,20.0,0.0,0.0,0.0,0.0,730213.0,50.0,730105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,54922.0,1,1970.0,7.0,2678.0,25.0,0.0,1.0,2.0,8.0,1.0,3.0,0.0,0.0
4899,0,83.0,3.0,1.0,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,50.0,730113.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,145857.0,1,1965.0,2.0,2678.0,25.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0
4900,0,205.0,3.0,1.0,321014.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,40.0,730201.0,30.0,730204.0,30.0,0.0,0.0,0.0,0.0,46132.0,1,1975.0,7.0,2893.0,25.0,1.0,4.0,6.0,9.0,6.0,7.0,1.0,0.0
4901,0,0.0,0.0,2.0,321014.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,80.0,730116.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,46132.0,1,1975.0,7.0,2893.0,25.0,1.0,4.0,6.0,9.0,6.0,7.0,1.0,0.0
4902,0,34.0,8.0,1.0,270603.0,50.0,321004.0,30.0,321205.0,20.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,1,1960.0,4.0,2678.0,25.0,1.0,5.0,6.0,18.0,0.0,10.0,9.0,0.0
4903,0,34.0,8.0,1.0,270301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397672.0,1,1965.0,7.0,2628.0,25.0,1.0,4.0,0.0,1.0,1.0,9.0,1.0,0.0
4904,0,21.0,4.0,1.0,270106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65487.0,1,1940.0,7.0,3028.0,31.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,7.0
4905,1,34.0,8.0,1.0,270103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906612.0,1,1975.0,9.0,2603.0,25.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0
4906,1,34.0,8.0,1.0,270106.0,50.0,270201.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636257.0,1,1980.0,0.0,2678.0,25.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0
4907,1,34.0,8.0,1.0,270603.0,40.0,321005.0,40.0,321014.0,20.0,0.0,0.0,0.0,0.0,730116.0,40.0,730204.0,40.0,730201.0,20.0,0.0,0.0,0.0,0.0,73402.0,1,1965.0,0.0,3268.0,31.0,1.0,5.0,4.0,3.0,4.0,12.0,5.0,1.0
4908,1,0.0,0.0,2.0,320702.0,50.0,320704.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69032.0,3,1965.0,7.0,2538.0,25.0,1.0,3.0,4.0,6.0,6.0,7.0,5.0,2.0
4909,1,34.0,8.0,1.0,320702.0,20.0,321003.0,70.0,321004.0,10.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8732.0,1,1965.0,7.0,2713.0,25.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,0.0
4910,0,149.0,3.0,2.0,321204.0,40.0,379999.0,40.0,321299.0,20.0,0.0,0.0,0.0,0.0,730199.0,40.0,730217.0,40.0,730218.0,20.0,0.0,0.0,0.0,0.0,68587.0,1,1955.0,7.0,2523.0,25.0,1.0,5.0,4.0,5.0,2.0,2.0,2.0,7.0
4911,0,205.0,3.0,1.0,321003.0,50.0,321004.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,50.0,730106.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,893852.0,1,1970.0,9.0,2813.0,25.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0
4912,0,83.0,3.0,1.0,320702.0,70.0,321003.0,20.0,321004.0,10.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8732.0,1,1965.0,7.0,2713.0,25.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,0.0
4913,0,205.0,3.0,1.0,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36857.0,2,1965.0,7.0,2813.0,25.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0
4914,0,205.0,3.0,2.0,270603.0,40.0,321003.0,30.0,321004.0,30.0,0.0,0.0,0.0,0.0,730106.0,50.0,730105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,74162.0,1,1970.0,7.0,2813.0,25.0,1.0,3.0,2.0,7.0,14.0,27.0,9.0,7.0
4915,1,68.0,3.0,1.0,320899.0,50.0,321211.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730112.0,25.0,730203.0,25.0,730214.0,25.0,730304.0,25.0,0.0,0.0,51842.0,1,1970.0,7.0,2553.0,25.0,0.0,4.0,2.0,1.0,0.0,3.0,4.0,0.0
4916,0,21.0,4.0,1.0,270203.0,50.0,270706.0,20.0,270799.0,30.0,0.0,0.0,0.0,0.0,770703.0,50.0,770403.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,54737.0,1,1975.0,7.0,3258.0,31.0,1.0,4.0,3.0,2.0,0.0,1.0,1.0,0.0
4917,0,286.0,3.0,5.0,260501.0,25.0,260502.0,25.0,269901.0,25.0,270701.0,25.0,0.0,0.0,760199.0,25.0,770802.0,25.0,770805.0,25.0,779902.0,25.0,0.0,0.0,66092.0,1,1960.0,7.0,1033.0,1.0,1.0,5.0,1.0,2.0,4.0,11.0,3.0,6.0
4918,0,34.0,8.0,1.0,270105.0,20.0,321016.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,730111.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76812.0,1,1970.0,7.0,2578.0,25.0,1.0,1.0,0.0,2.0,5.0,0.0,4.0,1.0
4919,0,205.0,3.0,1.0,270199.0,50.0,320602.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,40.0,730106.0,40.0,730203.0,20.0,0.0,0.0,0.0,0.0,74162.0,1,1970.0,7.0,2813.0,25.0,1.0,3.0,2.0,7.0,14.0,27.0,9.0,7.0
4920,1,21.0,4.0,1.0,291804.0,40.0,291499.0,40.0,250103.0,20.0,0.0,0.0,0.0,0.0,780102.0,30.0,780103.0,50.0,780105.0,20.0,0.0,0.0,0.0,0.0,1382.0,1,1975.0,7.0,2053.0,19.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0
4921,0,34.0,8.0,1.0,270304.0,50.0,270499.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124832.0,1,1970.0,4.0,3028.0,31.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
4922,0,21.0,4.0,1.0,330203.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19627.0,1,1950.0,0.0,2298.0,46.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0
4923,0,34.0,8.0,1.0,320602.0,33.0,321004.0,33.0,321015.0,34.0,0.0,0.0,0.0,0.0,730203.0,60.0,730105.0,20.0,730108.0,20.0,0.0,0.0,0.0,0.0,66887.0,1,1955.0,7.0,2813.0,25.0,0.0,1.0,3.0,13.0,0.0,9.0,2.0,0.0
4924,1,0.0,0.0,2.0,320702.0,50.0,320704.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69032.0,3,1965.0,7.0,2538.0,25.0,1.0,3.0,4.0,6.0,6.0,7.0,5.0,2.0
4925,1,0.0,0.0,1.0,350101.0,75.0,260599.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,770502.0,20.0,760199.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,102762.0,1,1970.0,7.0,1528.0,13.0,1.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0
4926,1,280.0,3.0,1.0,320799.0,50.0,270106.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755517.0,1,1975.0,1.0,2538.0,25.0,1.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0
4927,1,253.0,1.0,3.0,270603.0,40.0,380399.0,40.0,300504.0,20.0,0.0,0.0,0.0,0.0,630105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10387.0,1,1950.0,7.0,1038.0,1.0,1.0,5.0,1.0,2.0,2.0,8.0,21.0,2.0
4928,1,9.0,1.0,1.0,290603.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29462.0,1,1975.0,7.0,2053.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
4929,1,194.0,8.0,1.0,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38697.0,1,1960.0,7.0,2778.0,25.0,0.0,0.0,2.0,3.0,3.0,6.0,1.0,0.0
4930,1,21.0,4.0,1.0,310102.0,20.0,250105.0,20.0,260101.0,20.0,400303.0,20.0,260301.0,20.0,750802.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70897.0,1,1970.0,0.0,653.0,7.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,0.0
4931,1,0.0,0.0,2.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74302.0,1,1960.0,7.0,2603.0,25.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,1.0
4932,1,277.0,5.0,3.0,270303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,50.0,730102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,37662.0,1,1960.0,7.0,2628.0,25.0,1.0,3.0,0.0,1.0,5.0,4.0,3.0,4.0
4933,1,9.0,1.0,1.0,260602.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80212.0,1,1945.0,7.0,3123.0,31.0,1.0,2.0,4.0,1.0,13.0,8.0,3.0,1.0
4934,1,0.0,0.0,1.0,321207.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730206.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885657.0,1,1975.0,7.0,2523.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
4936,1,0.0,0.0,3.0,260502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76022.0,1,1965.0,7.0,2103.0,19.0,1.0,5.0,2.0,3.0,16.0,10.0,2.0,0.0
4937,1,0.0,0.0,8.0,321299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,1,1965.0,7.0,2668.0,25.0,1.0,5.0,2.0,2.0,2.0,9.0,14.0,9.0
4938,1,0.0,0.0,1.0,300603.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770704.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491322.0,1,1955.0,7.0,1098.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
4939,1,9.0,1.0,1.0,290603.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75377.0,1,1955.0,7.0,2053.0,19.0,1.0,2.0,9.0,2.0,25.0,13.0,20.0,21.0
4941,1,9.0,1.0,1.0,290699.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75377.0,1,1955.0,7.0,2053.0,19.0,1.0,2.0,9.0,2.0,25.0,13.0,20.0,21.0
4944,1,34.0,8.0,2.0,321216.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730204.0,80.0,730211.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,939962.0,1,1980.0,7.0,2523.0,25.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4945,1,9.0,1.0,1.0,290699.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75377.0,1,1955.0,7.0,2053.0,19.0,1.0,2.0,9.0,2.0,25.0,13.0,20.0,21.0
4946,1,21.0,4.0,1.0,320603.0,60.0,320701.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,80.0,730104.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,105342.0,1,1965.0,7.0,2678.0,25.0,1.0,4.0,4.0,5.0,4.0,4.0,9.0,3.0
4949,0,83.0,3.0,1.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28607.0,1,1965.0,0.0,2763.0,25.0,1.0,3.0,3.0,2.0,4.0,16.0,12.0,7.0
4950,0,34.0,8.0,1.0,270106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20927.0,1,1965.0,7.0,2578.0,25.0,1.0,3.0,0.0,2.0,1.0,2.0,5.0,1.0
4951,0,6.0,3.0,1.0,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,50.0,730203.0,20.0,730204.0,20.0,730207.0,10.0,0.0,0.0,79022.0,1,1945.0,1.0,2713.0,25.0,0.0,2.0,3.0,4.0,33.0,41.0,9.0,2.0
4952,1,34.0,8.0,1.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,40.0,730111.0,30.0,730204.0,30.0,0.0,0.0,0.0,0.0,2262.0,1,1970.0,7.0,2578.0,25.0,1.0,4.0,2.0,0.0,3.0,3.0,2.0,2.0
4953,0,21.0,4.0,1.0,420304.0,70.0,420306.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,751004.0,60.0,750702.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10472.0,1,1970.0,7.0,528.0,7.0,1.0,4.0,0.0,1.0,2.0,7.0,1.0,1.0
4955,0,21.0,4.0,1.0,270501.0,40.0,270603.0,20.0,270604.0,40.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73402.0,1,1965.0,0.0,3268.0,31.0,1.0,5.0,4.0,4.0,4.0,12.0,5.0,1.0
4956,0,21.0,4.0,1.0,291004.0,80.0,340202.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,760199.0,50.0,760102.0,40.0,720299.0,10.0,0.0,0.0,0.0,0.0,23452.0,1,1970.0,3.0,2253.0,19.0,1.0,3.0,1.0,1.0,0.0,4.0,6.0,0.0
4957,1,34.0,8.0,1.0,270101.0,50.0,320206.0,25.0,320207.0,25.0,0.0,0.0,0.0,0.0,730102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77162.0,1,1970.0,7.0,2603.0,25.0,1.0,3.0,1.0,1.0,8.0,3.0,3.0,0.0
4958,0,21.0,4.0,1.0,320603.0,60.0,320303.0,20.0,320601.0,20.0,0.0,0.0,0.0,0.0,730105.0,80.0,730211.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,610882.0,1,1975.0,0.0,2973.0,25.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0
4959,0,21.0,4.0,1.0,320704.0,40.0,270107.0,30.0,320702.0,30.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659757.0,1,1960.0,7.0,2668.0,25.0,1.0,4.0,0.0,5.0,11.0,2.0,1.0,0.0
4960,0,21.0,4.0,1.0,260301.0,50.0,260106.0,30.0,260302.0,20.0,0.0,0.0,0.0,0.0,640103.0,50.0,780104.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,63172.0,1,1945.0,0.0,653.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
4961,0,34.0,8.0,1.0,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138567.0,1,1980.0,7.0,2883.0,25.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0
4962,0,34.0,8.0,1.0,320502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730110.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19517.0,1,1965.0,7.0,2668.0,25.0,1.0,4.0,4.0,5.0,1.0,0.0,1.0,0.0
4963,1,21.0,4.0,1.0,410101.0,50.0,321204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,50.0,750201.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,80942.0,1,1945.0,7.0,3708.0,10.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,3.0
4964,1,21.0,4.0,1.0,320299.0,40.0,320402.0,40.0,320401.0,20.0,0.0,0.0,0.0,0.0,670401.0,80.0,730101.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13682.0,1,1965.0,1.0,1258.0,34.0,1.0,3.0,2.0,2.0,1.0,19.0,3.0,2.0
4965,1,21.0,4.0,1.0,291706.0,50.0,291702.0,40.0,291799.0,10.0,0.0,0.0,0.0,0.0,671399.0,50.0,671306.0,25.0,700302.0,25.0,0.0,0.0,0.0,0.0,4842.0,1,1970.0,9.0,2153.0,19.0,1.0,3.0,0.0,2.0,2.0,24.0,1.0,1.0
4966,0,21.0,4.0,1.0,330203.0,60.0,330302.0,20.0,330107.0,20.0,0.0,0.0,0.0,0.0,740102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17282.0,1,1955.0,0.0,2298.0,46.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
4967,1,34.0,8.0,1.0,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,40.0,730111.0,30.0,730204.0,30.0,0.0,0.0,0.0,0.0,2262.0,1,1970.0,7.0,2578.0,25.0,1.0,4.0,2.0,0.0,3.0,3.0,2.0,2.0
4968,1,21.0,4.0,1.0,330202.0,60.0,330107.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,740201.0,50.0,749904.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,80692.0,1,1950.0,7.0,2298.0,46.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,0.0
