,A..papers,A.papers,B.papers,C.papers,Dif.countries,Perc_non_australian,Number.people,PHD,Max.years.univ,Grants.succ,Grants.unsucc,Departments,Perc.Lang.Eng,Perc.Lang.Other,Dif.Role,Perc.CHIEF.INVESTIGATOR,Average.Age,Weekday,Month,Day.of.Month,Day.of.Year,Season,Sponsor.Code,Grant.Category.Code,Contract.Value.Band,RFCD.Code,SEO.Code
3323,0.0,9.0,7.0,0.0,1,0.0,1,1.0,10.0,5.0,14.0,1,0.0,0.0,1,1.0,57.0,0,9,25,268,3,29.0,5.0,50000,"[3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3324,5.0,11.0,9.0,3.0,1,0.0,1,1.0,20.0,3.0,2.0,1,0.0,0.0,1,1.0,67.0,0,9,25,268,3,29.0,5.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3325,0.0,0.0,0.0,0.0,1,1.0,1,1.0,15.0,0.0,0.0,1,0.0,0.0,1,1.0,57.0,0,9,25,268,3,0.0,0.0,50000,"[3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3326,4.0,1.0,2.0,0.0,2,0.5,2,2.0,15.0,1.0,0.0,1,0.0,0.0,2,0.5,47.0,0,9,25,268,3,0.0,0.0,9000000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
3327,0.0,0.0,1.0,4.0,1,1.0,1,1.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,57.0,0,9,25,268,3,0.0,0.0,50000,"[4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3328,13.0,13.0,5.0,10.0,1,1.0,1,1.0,20.0,1.0,0.0,1,1.0,0.0,1,0.0,62.0,0,9,25,268,3,0.0,0.0,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3329,7.0,12.0,35.0,26.0,1,1.0,4,3.0,25.0,4.0,4.0,3,0.0,0.0,1,1.0,52.0,0,9,25,268,3,180.0,5.0,200000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3330,2.0,5.0,17.0,13.0,3,0.3333333333333333,4,1.0,25.0,1.0,5.0,3,0.0,0.0,1,1.0,68.25,0,9,25,268,3,180.0,5.0,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3331,0.0,5.0,4.0,5.0,0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.0,57.0,0,9,25,268,3,228.0,6.0,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3332,0.0,6.0,13.0,8.0,1,1.0,1,1.0,0.0,0.0,0.0,1,0.0,0.0,2,0.5,57.0,1,9,26,269,3,172.0,6.0,200000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3333,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,1.0,2.0,1,0.0,0.0,1,1.0,37.0,1,9,26,269,3,21.0,4.0,50000,"[3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3334,0.0,1.0,0.0,0.0,2,0.3333333333333333,3,2.0,25.0,2.0,1.0,1,0.0,0.0,2,0.6666666666666666,45.333333333333336,1,9,26,269,3,21.0,4.0,50000,"[3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3335,0.0,2.0,0.0,0.0,1,1.0,1,1.0,5.0,1.0,1.0,1,0.0,0.0,1,1.0,52.0,1,9,26,269,3,21.0,4.0,50000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3336,0.0,1.0,0.0,0.0,1,1.0,1,1.0,5.0,1.0,1.0,1,0.0,0.0,1,1.0,42.0,1,9,26,269,3,21.0,4.0,50000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3337,0.0,1.0,0.0,0.0,1,1.0,3,2.0,10.0,1.0,0.0,1,0.0,0.0,2,0.6666666666666666,43.666666666666664,1,9,26,269,3,21.0,4.0,50000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3338,0.0,2.0,3.0,0.0,2,0.5,3,2.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,43.666666666666664,1,9,26,269,3,21.0,4.0,50000,"[4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
3339,0.0,0.0,0.0,0.0,1,1.0,1,0.0,15.0,2.0,5.0,1,0.0,0.0,1,1.0,72.0,1,9,26,269,3,47.0,5.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3340,4.0,5.0,20.0,12.0,1,1.0,3,3.0,25.0,4.0,0.0,2,0.0,0.0,1,1.0,67.0,1,9,26,269,3,21.0,4.0,50000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3341,4.0,4.0,6.0,2.0,1,1.0,1,1.0,20.0,4.0,1.0,1,0.0,0.0,1,1.0,72.0,1,9,26,269,3,0.0,0.0,0,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3342,0.0,2.0,0.0,0.0,0,0.0,1,0.0,5.0,0.0,3.0,1,0.0,0.0,1,1.0,42.0,1,9,26,269,3,222.0,8.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3343,0.0,0.0,0.0,0.0,1,1.0,1,0.0,15.0,2.0,5.0,1,0.0,0.0,1,1.0,72.0,1,9,26,269,3,47.0,5.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3344,0.0,0.0,2.0,2.0,1,1.0,1,0.0,0.0,1.0,1.0,1,0.0,0.0,1,1.0,42.0,1,9,26,269,3,21.0,4.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3345,0.0,0.0,2.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,77.0,1,9,26,269,3,0.0,0.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3346,1.0,5.0,12.0,3.0,2,0.0,3,1.0,10.0,6.0,1.0,1,0.0,0.0,1,1.0,62.0,1,9,26,269,3,172.0,6.0,100000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
3347,6.0,24.0,12.0,6.0,2,0.6666666666666666,3,2.0,30.0,8.0,15.0,3,0.0,0.0,1,1.0,63.666666666666664,1,9,26,269,3,232.0,5.0,100000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3348,0.0,0.0,1.0,0.0,1,1.0,1,0.0,5.0,1.0,1.0,1,0.0,0.0,1,1.0,37.0,1,9,26,269,3,137.0,7.0,50000,"[3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3349,0.0,0.0,3.0,2.0,1,1.0,1,0.0,0.0,2.0,0.0,1,0.0,0.0,1,1.0,47.0,1,9,26,269,3,63.0,2.0,100000,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0]"
3350,0.0,4.0,0.0,0.0,1,1.0,1,1.0,5.0,0.0,3.0,1,0.0,0.0,1,1.0,42.0,1,9,26,269,3,21.0,4.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3351,0.0,0.0,0.0,0.0,1,1.0,1,0.0,15.0,2.0,5.0,1,0.0,0.0,1,1.0,72.0,1,9,26,269,3,47.0,5.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3352,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,1,1.0,42.0,1,9,26,269,3,21.0,4.0,0,"[4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3353,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,1,1.0,42.0,1,9,26,269,3,21.0,4.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3354,0.0,3.0,0.0,1.0,1,1.0,1,1.0,15.0,0.0,0.0,1,0.0,0.0,1,1.0,57.0,1,9,26,269,3,150.0,6.0,50000,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
3355,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,1,1.0,42.0,1,9,26,269,3,21.0,4.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
3356,17.0,4.0,2.0,1.0,1,1.0,1,0.0,15.0,0.0,1.0,1,0.0,0.0,2,0.0,62.0,2,9,27,270,3,77.0,6.0,0,"[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3357,0.0,0.0,1.0,0.0,1,1.0,1,0.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,42.0,2,9,27,270,3,77.0,6.0,0,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3358,7.0,4.0,3.0,1.0,1,1.0,1,1.0,5.0,1.0,2.0,1,0.0,0.0,1,1.0,47.0,2,9,27,270,3,77.0,6.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3359,0.0,1.0,1.0,2.0,1,1.0,1,1.0,5.0,0.0,0.0,1,0.0,0.0,1,1.0,62.0,2,9,27,270,3,0.0,0.0,200000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3360,42.0,55.0,18.0,4.0,1,1.0,1,1.0,20.0,2.0,4.0,1,0.0,0.0,2,0.5,67.0,2,9,27,270,3,60.0,10.0,50000,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3361,1.0,0.0,3.0,1.0,1,1.0,2,1.0,5.0,2.0,3.0,2,0.0,0.0,2,0.3333333333333333,49.5,2,9,27,270,3,63.0,2.0,200000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3362,1.0,1.0,1.0,0.0,1,0.0,1,1.0,5.0,0.0,2.0,1,0.0,0.0,1,1.0,47.0,2,9,27,270,3,77.0,6.0,0,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3363,3.0,3.0,2.0,0.0,1,1.0,1,1.0,10.0,0.0,3.0,1,0.0,0.0,1,1.0,47.0,2,9,27,270,3,77.0,6.0,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3364,4.0,6.0,2.0,1.0,1,1.0,1,1.0,5.0,0.0,1.0,1,1.0,0.0,1,1.0,47.0,2,9,27,270,3,77.0,6.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3365,0.0,2.0,1.0,2.0,2,0.5,2,1.0,15.0,2.0,8.0,1,0.0,0.0,1,1.0,72.0,2,9,27,270,3,77.0,6.0,100000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3366,14.0,13.0,6.0,0.0,2,0.0,2,2.0,10.0,2.0,4.0,1,0.0,0.0,1,1.0,49.5,2,9,27,270,3,0.0,0.0,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
3367,0.0,4.0,16.0,4.0,1,1.0,4,0.0,0.0,2.0,3.0,1,0.0,0.0,1,1.0,63.25,2,9,27,270,3,63.0,2.0,100000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3368,12.0,23.0,8.0,7.0,1,1.0,1,1.0,10.0,2.0,4.0,1,0.0,0.0,1,1.0,47.0,2,9,27,270,3,20.0,6.0,1000000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3369,1.0,0.0,0.0,0.0,1,1.0,1,1.0,5.0,2.0,3.0,1,0.0,0.0,1,1.0,52.0,2,9,27,270,3,95.0,6.0,0,"[2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3370,1.0,2.0,1.0,1.0,1,0.0,1,1.0,5.0,1.0,1.0,1,0.0,0.0,1,1.0,52.0,2,9,27,270,3,21.0,4.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3371,0.0,0.0,0.0,0.0,1,1.0,1,0.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,32.0,2,9,27,270,3,77.0,6.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3372,4.0,10.0,5.0,1.0,1,0.0,1,1.0,10.0,2.0,3.0,1,0.0,0.0,1,1.0,52.0,2,9,27,270,3,0.0,0.0,0,"[2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
3373,0.0,0.0,0.0,0.0,1,0.0,1,1.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,42.0,2,9,27,270,3,77.0,6.0,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3374,0.0,0.0,1.0,7.0,1,1.0,2,2.0,15.0,1.0,0.0,2,0.0,0.0,1,1.0,64.5,2,9,27,270,3,63.0,2.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3375,1.0,2.0,7.0,8.0,1,1.0,1,1.0,10.0,0.0,2.0,1,0.0,0.0,2,0.25,52.0,2,9,27,270,3,63.0,2.0,100000,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
3376,17.0,32.0,24.0,16.0,1,1.0,1,1.0,15.0,1.0,4.0,1,0.0,0.0,1,1.0,52.0,2,9,27,270,3,77.0,6.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3377,12.0,23.0,8.0,7.0,1,1.0,1,1.0,10.0,2.0,4.0,1,0.0,0.0,1,1.0,47.0,2,9,27,270,3,197.0,10.0,400000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3378,1.0,2.0,2.0,0.0,1,1.0,1,1.0,20.0,0.0,0.0,1,0.0,0.0,1,1.0,57.0,2,9,27,270,3,0.0,0.0,300000,"[2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3379,7.0,4.0,3.0,1.0,1,1.0,1,1.0,5.0,1.0,2.0,1,0.0,0.0,1,1.0,47.0,2,9,27,270,3,77.0,6.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3380,0.0,0.0,1.0,1.0,0,0.0,1,0.0,0.0,1.0,1.0,1,0.0,0.0,1,1.0,42.0,2,9,27,270,3,95.0,6.0,0,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
3381,1.0,2.0,4.0,13.0,2,0.75,4,2.0,50.0,3.0,8.0,2,0.0,0.0,1,1.0,67.0,2,9,27,270,3,63.0,2.0,100000,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
3382,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,,2,9,27,270,3,20.0,6.0,1000000,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3383,0.0,0.0,0.0,0.0,1,0.0,1,1.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,42.0,2,9,27,270,3,77.0,6.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
